Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
188	Calcaneal tuber	2	posteriorly directed	UBERON:4200018	'calcaneal tuber'	PATOTEMP:d6bdbb19-8950-4dfd-af6f-2794c50b1c02	'posteriorly directed'		
189	UG tract - Scrotum position relative to penis	0	scrotum directly adjacent to penis, no gap between them	UBERON:0001300	scrotum	PATO:0002259	'adjacent to'	UBERON:0000989	penis
189	UG tract - Scrotum position relative to penis	1	scrotum separated from penis by a distinct gap	UBERON:0001300	scrotum	PATO:0001505	'separated from'	UBERON:0000989	penis
190	Squamation, cephalic scales (E147/Meszo70)	0	absent	UBERON:0002542 and (RO:0002150 some UBERON:0000033)	scale and (connected_to some head)	PATO:0000462	absent		
190	Squamation, cephalic scales (E147/Meszo70)	1	small and irregularly shaped	UBERON:0002542 and (RO:0002150 some UBERON:0000033)	scale and (connected_to some head)	PATO:0000587	'decreased size'		
190	Squamation, cephalic scales (E147/Meszo70)	1	small and irregularly shaped	UBERON:0002542 and (RO:0002150 some UBERON:0000033)	scale and (connected_to some head)	PATOTEMP:04e01d50-b0fd-431f-9aea-10856ba1d8c3	'irregular shape'		
190	Squamation, cephalic scales (E147/Meszo70)	2	enlarged plates	UBERON:0002542 and (RO:0002150 some UBERON:0000033)	scale and (connected_to some head)	PATO:0000586	'increased size'		
190	Squamation, cephalic scales (E147/Meszo70)	2	enlarged plates	UBERON:0002542 and (RO:0002150 some UBERON:0000033)	scale and (connected_to some head)	PATO:0002253	platelike		
191	Ring or C-shaped scales enclosing sensory canals	0	absent	PATO:0002539 and (BFO:0000052 some (UBERON:0002542 and (UBERON:encloses some UBERON:2001612)))	'ring shaped' and (inheres_in some (scale and (encloses some 'sensory canal')))	PATO:0000462	absent		
191	Ring or C-shaped scales enclosing sensory canals	0	absent	PATOTEMP:54859750-f781-473b-914e-5fd28d57d5a1 and (BFO:0000052 some (UBERON:0002542 and (UBERON:encloses some UBERON:2001612)))	'C shaped' and (inheres_in some (scale and (encloses some 'sensory canal')))	PATO:0000462	absent		
191	Ring or C-shaped scales enclosing sensory canals	1	present	PATO:0002539 and (BFO:0000052 some (UBERON:0002542 and (UBERON:encloses some UBERON:2001612)))	'ring shaped' and (inheres_in some (scale and (encloses some 'sensory canal')))	PATO:0000467	present		
191	Ring or C-shaped scales enclosing sensory canals	1	present	PATOTEMP:54859750-f781-473b-914e-5fd28d57d5a1 and (BFO:0000052 some (UBERON:0002542 and (UBERON:encloses some UBERON:2001612)))	'C shaped' and (inheres_in some (scale and (encloses some 'sensory canal')))	PATO:0000467	present		
192	I2 distinctiveness of UI2 crown from root	0	not differentiated from root	UBERON:0003675	'tooth crown'	PATO:0000001 and (PHENOSCAPE:complement_of some PATO:0000463)	quality and (not some conspicuous)	UBERON:0003677	'tooth root'
192	I2 distinctiveness of UI2 crown from root	1	distinct from root	UBERON:0003675	'tooth crown'	PATO:0000463	conspicuous	UBERON:0003677	'tooth root'
193	Palatine, strongly protruding posterolaterally directed processes (Mayr 2002: fig. 3):	0	absent	UBERON:0004529 and (BFO:0000050 some UBERON:0001682)	'anatomical projection' and (part_of some 'palatine bone')	PATO:0000462	absent		
193	Palatine, strongly protruding posterolaterally directed processes (Mayr 2002: fig. 3):	1	present	UBERON:0004529 and (BFO:0000050 some UBERON:0001682)	'anatomical projection' and (part_of some 'palatine bone')	PATO:0000467	present		
194	Ciliated epithelium of female cloaca:	0	present	UBERON:0007601 and (BFO:0000050 some (UBERON:0000162 and (BFO:0000050 some UBERON:0003100)))	'ciliated epithelium' and (part_of some (cloaca and (part_of some 'female organism')))	PATO:0000467	present		
194	Ciliated epithelium of female cloaca:	1	absent	UBERON:0007601 and (BFO:0000050 some (UBERON:0000162 and (BFO:0000050 some UBERON:0003100)))	'ciliated epithelium' and (part_of some (cloaca and (part_of some 'female organism')))	PATO:0000462	absent		
195	Sclerotic ossicles:	0	small, average size	UBERON:0010290	'scleral ossicle'	PATO:0000587	'decreased size'		
195	Sclerotic ossicles:	1	greatly enlarged	UBERON:0010290	'scleral ossicle'	PATO:0000586	'increased size'		
196	Frontal/maxillary contact:	0	frontal and maxilla separated by prefrontal	UBERON:0000209	'tetrapod frontal bone'	PATO:0001505	'separated from'	UBERON:0002397	maxilla
196	Frontal/maxillary contact:	1	frontal contacts dorsal process of maxilla	UBERON:0000209	'tetrapod frontal bone'	PATO:0001961	'in contact with'	UBERON:0002397	maxilla
196	Frontal/maxillary contact:	2	contact absent because of loss of maxilla	UBERON:0002397	maxilla	PATO:0000462	absent		
197	Pedal phalanges, Digit III, flexor sesamoid at the metatarsal-proximal phalangeal joint, presence	0	absent	UBERON:0008000 and (BFO:0000050 some UBERON:0006050)	'sesamoid bone of pes' and (part_of some 'digit 3')	PATO:0000462	absent		
197	Pedal phalanges, Digit III, flexor sesamoid at the metatarsal-proximal phalangeal joint, presence	1	present	UBERON:0008000 and (BFO:0000050 some UBERON:0006050)	'sesamoid bone of pes' and (part_of some 'digit 3')	PATO:0000467	present		
198	Cheek scales covered in thick skin i.e., skin is so thick that scales cannot be counted without removing the skin	0	absent	UBERON:0002542 and (UBERON:attaches_to some UBERON:0001567)	scale and (attaches_to some cheek)	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0001598)	position and (not some protruding)		
198	Cheek scales covered in thick skin i.e., skin is so thick that scales cannot be counted without removing the skin	1	present	UBERON:0002542 and (UBERON:attaches_to some UBERON:0001567)	scale and (attaches_to some cheek)	PATO:0001598	protruding		
199	m3 paracristid orientation on Lm3	0	paracristid winds and curves lingually	UBERON_0018289	paracristid	PATO:0000406	curved		
199	m3 paracristid orientation on Lm3	1	paracristid straight mesiodistally	UBERON_0018289	paracristid	PATO:0002180	straight		
200	p2 degree of hypsodonty of Lp2 VAR	0	brachydont (HI less than 1.0)	UBERONTEMP:dbdc82c9-12e8-4775-95ed-8da329b3d743	hypsodonty	PATO:0005008	brachydont		
200	p2 degree of hypsodonty of Lp2 VAR	1	hypsodont (HI more than 1.0)	UBERONTEMP:dbdc82c9-12e8-4775-95ed-8da329b3d743	hypsodonty	PATO:0005007	hypsodont		
201	Egg teeth (Egek19)	0	single	UBERON_0018277	'egg tooth'	PATOTEMP:499c1f37-c1fe-456a-86be-ce5f94a44782	single		
201	Egg teeth (Egek19)	1	double	UBERON_0018277	'egg tooth'	PATOTEMP:0c40ec8a-5635-4721-9bea-e57057db26f6	two		
201	Egg teeth (Egek19)	2	absent	UBERON_0018277	'egg tooth'	PATO:0000462	absent		
202	Prootic/parietal contact	0	absent	UBERON:0004746	'prootic bone'	PATO:0001505	'separated from'	UBERON:0000210	'tetrapod parietal bone'
202	Prootic/parietal contact	1	present	UBERON:0004746	'prootic bone'	PATO:0001961	'in contact with'	UBERON:0000210	'tetrapod parietal bone'
203	Fusion of distal carpal 1 + 2	0	fusion absent	UBERON:0001430	'distal carpal bone 1'	PATO:0000651	'unfused from'	UBERON:0001431	'distal carpal bone 2'
203	Fusion of distal carpal 1 + 2	1	present	UBERON:0001430	'distal carpal bone 1'	PATO:0000642	'fused with'	UBERON:0001431	'distal carpal bone 2'Character	Character Label	State Symbol	State Label	Entity ID	Entity Label	Quality ID	Quality Label	Related Entity ID	Related Entity Label	
1	Dentition, replacement (E85)	0	develop lingually, large resorption pit	UBERON:0003672	dentition	PATOTEMP:8822e54b-89f9-431a-8a20-25698b53353c	'lingual orientation'		
1	Dentition, replacement (E85)	0	develop lingually, large resorption pit	UBERON_0018297 and (BFO:0000050 some UBERON:0003672)	'resorption pit' and (part_of some dentition)	PATO:0000586	'increased size'		
1	Dentition, replacement (E85)	1	posterolingually, resorption pit	UBERON:0003672	dentition	PATOTEMP:8822e54b-89f9-431a-8a20-25698b53353c	'lingual orientation'		
1	Dentition, replacement (E85)	1	posterolingually, resorption pit	UBERON:0003672	dentition	PATO:0001600	'posteriorly rotated'		
1	Dentition, replacement (E85)	1	posterolingually, resorption pit	UBERON_0018297	'resorption pit'	PATO:0000467	present		
1	Dentition, replacement (E85)	2	posterolingually, no resorption pit	UBERON:0003672	dentition	PATOTEMP:8822e54b-89f9-431a-8a20-25698b53353c	'lingual orientation'		
1	Dentition, replacement (E85)	2	posterolingually, no resorption pit	UBERON:0003672	dentition	PATO:0001600	'posteriorly rotated'		
1	Dentition, replacement (E85)	2	posterolingually, no resorption pit	UBERON_0018297	'resorption pit'	PATO:0000462	absent		
2	BRC supraoccipital, nuchal crest, number per side	0	one	UBERON:4200133 and (BFO:0000050 some UBERON:0011671)	crest and (part_of some 'nuchal bone')	PATO:0000070	count		
2	BRC supraoccipital, nuchal crest, number per side	1	two, splits dorsally into anterior and posterior crests, which together outline a raised triangular area on the dorsal surface of skull roof	UBERON:4200133 and (BFO:0000050 some UBERON:0011671)	crest and (part_of some 'nuchal bone')	PATO:0001786	split		
2	BRC supraoccipital, nuchal crest, number per side	1	two, splits dorsally into anterior and posterior crests, which together outline a raised triangular area on the dorsal surface of skull roof	UBERON:4200133 and (BFO:0000050 some UBERON:0011671)	crest and (part_of some 'nuchal bone')	PATO:0000070	count		
3	Hemipenis, m. retractor lateralis posterior substantial situation within hemipenial sheath (FE-63)	0	absent	UBERONTEMP:000a0d60-aa06-477d-936c-ba14ac4f0c2d and (BFO:0000050 some UBERON:0008812)	'm. retractor lateralis posterior' and (part_of some hemipenis)	PATO:0001505	'separated from'	UBERONTEMP:382249cd-df28-48b2-ba1a-38dc059b3d0c	'hemipenial sheath'
3	Hemipenis, m. retractor lateralis posterior substantial situation within hemipenial sheath (FE-63)	1	present	UBERONTEMP:000a0d60-aa06-477d-936c-ba14ac4f0c2d and (BFO:0000050 some UBERON:0008812)	'm. retractor lateralis posterior' and (part_of some hemipenis)	PATO:0001590	'overlap with'	UBERONTEMP:382249cd-df28-48b2-ba1a-38dc059b3d0c	'hemipenial sheath'
4	Caudal vertebrae, dorsoventral height (including the neural spines and chevrons) (Bm-oid9)	0	less than 3 times length of centrum	UBERON:0001095	'caudal vertebra'	PATO:0000587	'decreased size'	UBERON:0001075	'vertebral centrum'
4	Caudal vertebrae, dorsoventral height (including the neural spines and chevrons) (Bm-oid9)	1	greater than 3 times length of centrum	UBERON:0001095	'caudal vertebra'	PATO:0000586	'increased size'		
5	Inner ear, ciliary restraint for hair cells (E-140)	0	tectorial, lacking sallet systems	UBERONTEMP:ba10737a-6aef-4435-b85f-4761b4978e5f	'ciliary restraint'	PATOTEMP:57a2092d-7ca1-4bb0-b34f-afa8a5b8114a	tectorial		
5	Inner ear, ciliary restraint for hair cells (E-140)	0	tectorial, lacking sallet systems	UBERONTEMP:657f231c-3c4d-4853-a17f-82c710315be6	'sallet system'	PATO:0000462	absent		
5	Inner ear, ciliary restraint for hair cells (E-140)	1	tectorial and sallet	UBERONTEMP:ba10737a-6aef-4435-b85f-4761b4978e5f	'ciliary restraint'	PATOTEMP:57a2092d-7ca1-4bb0-b34f-afa8a5b8114a	tectorial		
5	Inner ear, ciliary restraint for hair cells (E-140)	1	tectorial and sallet	UBERONTEMP:657f231c-3c4d-4853-a17f-82c710315be6	'sallet system'	PATO:0000467	present		
5	Inner ear, ciliary restraint for hair cells (E-140)	2	more than 1/2 hair cells inertial	CL:0000855	'sensory hair cell'	PATOTEMP:a37eda36-7bb0-4386-a24d-383cf3a9d474	inertial		
6	Dorsal process of premaxilla	0	absent or poorly defined with only partial contact with nasal bone	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0000462	absent		
6	Dorsal process of premaxilla	0	absent or poorly defined with only partial contact with nasal bone	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0002106	'poorly differentiated'		
6	Dorsal process of premaxilla	1	short but well-defined, separating the tips of the nasals or overlapp	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0000574	'decreased length'		
6	Dorsal process of premaxilla	1	short but well-defined, separating the tips of the nasals or overlapp	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0002110	'well differentiated'		
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0001600	'posteriorly rotated'		
6	Dorsal process of premaxilla	2	strong posterior extension separating nasals and contacting frontal	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0001961	'in contact with'	UBERON:0000209	'tetrapod frontal bone'
6	Dorsal process of premaxilla	3	extension of dorsa						
6	Dorsal process of premaxilla	4	State 4						
7	Pelage - Basal bulb presence	0	no basal bulb, proximal third of hair filament is of roughly uniform diameter	BSPO:0000074 and (BFO:0000050 some (UBERON:0005932 and (BFO:0000050 some UBERON:0010166)))	'basal region' and (part_of some ('bulb of hair follicle' and (part_of some 'coat of hair')))	PATO:0000462	absent		
7	Pelage - Basal bulb presence	1	basal bulb present in proximal third of of hair filiment	BSPO:0000074 and (BFO:0000050 some (UBERON:0005932 and (BFO:0000050 some UBERON:0010166)))	'basal region' and (part_of some ('bulb of hair follicle' and (part_of some 'coat of hair')))	PATO:0000467	present		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0000462	absent		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0000467	present		
8	Thoracic vertebrae 1 and 2:	0	ventral process absent or present and blade-like	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004627)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 2')))	PATO:0002235	blade-like		
8	Thoracic vertebrae 1 and 2:	1	"trifid" processus ventralis with 2 lateral projections on thoracic 1 and 2	UBERON:0004529 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some UBERON:0004626)))	'anatomical projection' and (part_of some ('ventral region' and (part_of some 'thoracic vertebra 1')))	PATO:0001786	split		
9	Anal fin with double base-plate	0	absent	UBERONTEMP:1a260624-dd7f-4984-a989-789d6e961a3c and (BFO:0000050 some UBERON:4000163)	'double base-plate' and (part_of some 'anal fin')	PATO:0000462	absent		
9	Anal fin with double base-plate	1	present	UBERONTEMP:1a260624-dd7f-4984-a989-789d6e961a3c and (BFO:0000050 some UBERON:4000163)	'double base-plate' and (part_of some 'anal fin')	PATO:0000467	present		
10	Craniomandibular joint	0	posterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001633	'posterior to'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	1	even with occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0002443	'level with'	UBERON:0006054	'surface of occiput'
10	Craniomandibular joint	2	anterior to occiput	UBERONTEMP:160a7d88-ce21-4e9f-bc46-5cb40d86b259	'craniomandibular joint'	PATO:0001632	'anterior to'	UBERON:0006054	'surface of occiput'
11	Humerus, distal end, ventral supracondylar tubercle:	0	low tubercle	UBERON_0018362 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some (BSPO:0000078 and (BFO:0000050 some UBERON:0000976)))))	'supracondylar tubercle' and (part_of some ('ventral region' and (part_of some ('distal region' and (part_of some humerus)))))	PATO:0000569	'decreased height'		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERON_0018362 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some (BSPO:0000078 and (BFO:0000050 some UBERON:0000976)))))	'supracondylar tubercle' and (part_of some ('ventral region' and (part_of some ('distal region' and (part_of some humerus)))))	PATO:0000573	'increased length'		
11	Humerus, distal end, ventral supracondylar tubercle:	1	elongated and narrow process	UBERON_0018362 and (BFO:0000050 some (BSPO:0000084 and (BFO:0000050 some (BSPO:0000078 and (BFO:0000050 some UBERON:0000976)))))	'supracondylar tubercle' and (part_of some ('ventral region' and (part_of some ('distal region' and (part_of some humerus)))))	PATO:0000599	'decreased width'		
12	Dorsal cloacal glands in female:	0	absent	UBERON:0012478	'cloacal gland'	PATO:0000462	absent		
12	Dorsal cloacal glands in female:	1	present	UBERON:0012478	'cloacal gland'	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	0	present	UBERON:0001094	'sacral vertebra'	PATO:0000467	present		
13	Sacral vertebrae, functional (DeBC-72)	1	absent	UBERON:0001094	'sacral vertebra'	PATO:0000462	absent		
14	Articular	0	present as separate element	UBERON:2001805	'articular bone'	PATO:0000651	'unfused from'	UBERON:0011637	'prearticular bone'
14	Articular	1	fused with prearticular	UBERON:2001805	'articular bone'	PATO:0000642	'fused with'	UBERON:0011637	'prearticular bone'
15	Ulna distinctly exceeding humerus in length:	0	no	UBERON:0001424	ulna	PATO:0000574	'decreased length'	UBERON:0000976	humerus
15	Ulna distinctly exceeding humerus in length:	1	yes	UBERON:0001424	ulna	PATO:0000573	'increased length'	UBERON:0000976	humerus
16	Extent of epidermis in female cloacal chamber:	0	epidermal lining does notextend to anterior one half of cloacal cha	UBERON:0001003 and (BFO:0000050 some UBERON:0000162)	epidermis and (part_of some cloaca)	PATO:0001505	'separated from'	BSPO:0000071 and (BFO:0000050 some UBERON:0000162)	'anterior region' and (part_of some cloaca)
16	Extent of epidermis in female cloacal chamber:	1	does extend into anteriorone-half of chamber	UBERON:0001003 and (BFO:0000050 some UBERON:0000162)	epidermis and (part_of some cloaca)	PATO:0001961	'in contact with'	BSPO:0000071 and (BFO:0000050 some UBERON:0000162)	'anterior region' and (part_of some cloaca)
17	Fused puboischiadic bar	0	absent	UBERON:4200135	'puboischiadic bar'	PATO:0000651	'unfused from'	UBERON:4200135	'puboischiadic bar'
17	Fused puboischiadic bar	1	present	UBERON:4200135	'puboischiadic bar'	PATO:0000642	'fused with'	UBERON:4200135	'puboischiadic bar'
18	Vomers, fusion	0	absent	UBERON:0002396	vomer	PATO:0000651	'unfused from'	UBERON:0002396	vomer
18	Vomers, fusion	1	present	UBERON:0002396	vomer	PATO:0000642	'fused with'	UBERON:0002396	vomer
19	Premaxilla, incisive process (GNC-46)	0	single	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0001241	'physical object quality'		
19	Premaxilla, incisive process (GNC-46)	1	bipartite	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0001786	split		
19	Premaxilla, incisive process (GNC-46)	2	absent	UBERON:0004529 and (BFO:0000050 some UBERON:0002244)	'anatomical projection' and (part_of some premaxilla)	PATO:0000462	absent		
20	Squamosal contact with the parietal or other roofing elements:	0	contact present	UBERON:0001695	'squamous part of temporal bone'	PATO:0001961	'in contact with'	UBERON:0000210	'tetrapod parietal bone'
20	Squamosal contact with the parietal or other roofing elements:	1	absent	UBERON:0001695	'squamous part of temporal bone'	PATO:0001505	'separated from'	UBERON:0000210	'tetrapod parietal bone'
21	Manual phalanx II-1, dorsal fossa:	0	single depression	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0002034	undivided		
21	Manual phalanx II-1, dorsal fossa:	1	divided into two depressions or fenestrae separated by a distinct oblique bulge	UBERON:0004704 and (BFO:0000050 some (BSPO:0000079 and (BFO:0000050 some UBERON:0004328)))	'bone fossa' and (part_of some ('dorsal region' and (part_of some 'proximal phalanx of manual digit 2')))	PATO:0001786	split		
22	Gill rakers	0	longer than wide	UBERON:2000356	'gill raker'	PATO:0000122 and (PATO:increased_in_magnitude_relative_to some (PATO:0000921 and (BFO:0000052 some UBERON:2000356)))	length and (increased_in_magnitude_relative_to some (width and (inheres_in some 'gill raker')))		
22	Gill rakers	1	wider than long	UBERON:2000356	'gill raker'	PATO:0000921 and (PATO:increased_in_magnitude_relative_to some (PATO:0000122 and (BFO:0000052 some UBERON:2000356)))	width and (increased_in_magnitude_relative_to some (length and (inheres_in some 'gill raker')))		
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	0	absent	UBERON:0002397	maxilla	PATO:0001505	'separated from'	UBERON:0002397 and (BSPO:0000099 some (UBERON:0004529 and (BFO:0000050 some (BSPO:0000078 and (BFO:0000050 some UBERON:0002244)))))	maxilla and (posterior_to some ('anatomical projection' and (part_of some ('distal region' and (part_of some premaxilla)))))
23	Maxillae, contact at midline behind nasal process of premaxilla (FE-2)	1	present	UBERON:0002397	maxilla	PATO:0001961	'in contact with'	UBERON:0002397 and (BSPO:0000099 some (UBERON:0004529 and (BFO:0000050 some (BSPO:0000078 and (BFO:0000050 some UBERON:0002244)))))	maxilla and (posterior_to some ('anatomical projection' and (part_of some ('distal region' and (part_of some premaxilla)))))
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	0	no	UBERON:0009979 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some (BSPO:0000077 and (BFO:0000050 some UBERON:0006597)))))	condyle and (part_of some ('lateral region' and (part_of some ('proximal region' and (part_of some 'quadrate bone')))))	PATO:0001961	'in contact with'	UBERON:0009979 and (BFO:0000050 some (BSPO:0000083 and (BFO:0000050 some UBERON:0006597)))	condyle and (part_of some ('medial region' and (part_of some 'quadrate bone')))
24	Quadrate, proximal portion, lateral condyle separated from the medial condyle by a deep but narrow furrow:	1	yes	UBERON:0009979 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some (BSPO:0000077 and (BFO:0000050 some UBERON:0006597)))))	condyle and (part_of some ('lateral region' and (part_of some ('proximal region' and (part_of some 'quadrate bone')))))	PATO:0001505	'separated from'	UBERON:0009979 and (BFO:0000050 some (BSPO:0000083 and (BFO:0000050 some UBERON:0006597)))	condyle and (part_of some ('medial region' and (part_of some 'quadrate bone')))
25	Intertarsal sesamoid:	0	absent	UBERON:0008000	'sesamoid bone of pes'	PATO:0000462	absent		
25	Intertarsal sesamoid:	1	present	UBERON:0008000	'sesamoid bone of pes'	PATO:0000467	present		
26	Pelvic fins	0	set apart, with a clear space between fins	UBERON:0000152	'pelvic fin'	PATO:0001505	'separated from'	UBERON:0000152	'pelvic fin'
26	Pelvic fins	1	closely set, slightly overlapping	UBERON:0000152	'pelvic fin'	PATO:0001590	'overlap with'	UBERON:0000152	'pelvic fin'
27	Postatlantal ribs	0	bicapitate	UBERON:0002228	rib	PATOTEMP:05e2dbcc-ba43-40e1-a80c-af1fdcb368b2	bicapitate		
27	Postatlantal ribs	1	unicapitate	UBERON:0002228	rib	PATOTEMP:09c64970-0329-4bad-9e19-2d2a9995742c	unicapitate		
28	Caudal spot expansion	0	caudal spot restricted to caudal fin	UBERON_0018308	'caudal spot'	PATO:0000140	position	UBERON:4000164	'caudal fin'
28	Caudal spot expansion	1	caudal spot continues across caudal peduncle as part of a horizontal band	UBERON_0018308	'caudal spot'	PATO:0000140	position	UBERON:2000178	'caudal peduncle'
29	Lateral pelvic glands:	0	absent in males	UBERON:0002530 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some UBERON:0002355)))	gland and (part_of some ('lateral region' and (part_of some pelvis)))	PATO:0000462	absent		
29	Lateral pelvic glands:	1	present	UBERON:0002530 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some UBERON:0002355)))	gland and (part_of some ('lateral region' and (part_of some pelvis)))	PATO:0000467	present		
30	Retroarticular and process of anguloarticular on same vertical plane	0	no	UBERON:2000422	retroarticular	PATO:0000140 and (PHENOSCAPE:complement_of some PATO:0002443)	position and (not some 'level with')	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
30	Retroarticular and process of anguloarticular on same vertical plane	1	yes	UBERON:2000422	retroarticular	PATO:0002443	'level with'	UBERON:0004529 and (BFO:0000050 some UBERON:0004744)	'anatomical projection' and (part_of some articular/anguloarticular)
31	Rostrum, dense neurovascular pitting:	0	absent	UBERONTEMP:391014c6-ca27-4893-bcf2-cfee00fd186f	'archosaur rostrum'	PATO:0000701	smooth		
31	Rostrum, dense neurovascular pitting:	0	absent	UBERONTEMP:391014c6-ca27-4893-bcf2-cfee00fd186f	'archosaur rostrum'	PATO:0000701	smooth		
31	Rostrum, dense neurovascular pitting:	1	present	UBERONTEMP:391014c6-ca27-4893-bcf2-cfee00fd186f	'archosaur rostrum'	PATO:0002112	perforate		
31	Rostrum, dense neurovascular pitting:	1	present	UBERONTEMP:391014c6-ca27-4893-bcf2-cfee00fd186f	'archosaur rostrum'	PATO:0002112	perforate		
32	M. flexor cruris lateralis, pars accessoria:	0	present	UBERONTEMP:a85f7cba-e17d-473d-8ebe-e8e51e17c04d and (BFO:0000050 some UBERONTEMP:367dba08-73f2-4ae2-8b00-bd7087482a2d)	'pars accessoria' and (part_of some 'M. flexor cruris lateralis')	PATO:0000467	present		
32	M. flexor cruris lateralis, pars accessoria:	1	absent	UBERONTEMP:a85f7cba-e17d-473d-8ebe-e8e51e17c04d and (BFO:0000050 some UBERONTEMP:367dba08-73f2-4ae2-8b00-bd7087482a2d)	'pars accessoria' and (part_of some 'M. flexor cruris lateralis')	PATO:0000462	absent		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0002391	triradiate		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000071 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some UBERON:0004649)))))	'anatomical projection' and (part_of some ('anterior region' and (part_of some ('lateral region' and (part_of some 'sphenoid bone pterygoid process')))))	PATO:0000467	present		
33	Pterygoid process	0	triradiate with distinct anterolateral and posterolateral processes	UBERON:0004529 and (BFO:0000050 some (BSPO:0000072 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some UBERON:0004649)))))	'anatomical projection' and (part_of some ('posterior region' and (part_of some ('lateral region' and (part_of some 'sphenoid bone pterygoid process')))))	PATO:0000467	present		
33	Pterygoid process	1	with an additional distinct anteromedial process	UBERON:0004529 and (BFO:0000050 some (BSPO:0000050 and (BFO:0000050 some UBERON:0004649)))	'anatomical projection' and (part_of some ('antero-medial region' and (part_of some 'sphenoid bone pterygoid process')))	PATO:0000467	present		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004649	'sphenoid bone pterygoid process'	PATO:0000406	curved		
33	Pterygoid process	2	boomerang-shaped with distinct anteromedial and posterolateral pr	UBERON:0004529 and (BFO:0000050 some (BSPO:0000071 and (BFO:0000050 some (BSPO:0000082 and (BFO:0000050 some UBERON:0004649)))))	'anatomical projection' and (part_of some ('anterior region' and (part_of some ('lateral region' and (part_of some 'sphenoid bone pterygoid process')))))	PATO:0000467	present		
